country,city,city_country,mean_pm10_ug_per_m3,year,mean_pm2.5_ug_per_m3,year2
Afghanistan,Mazar-e Sharif,"Mazar-e Sharif, Afghanistan",334,2009,68,2009
Afghanistan,Kabul,"Kabul, Afghanistan",260,2009,86,2009
Albania,TIRANA,"TIRANA, Albania",31,2013,16,2013
Andorra,Escaldes-Engordany,"Escaldes-Engordany, Andorra",18,2014,11,2014
Argentina,Buenos Aires,"Buenos Aires, Argentina",26,2015,14,2015
Australia,Geraldton,"Geraldton, Australia",22,2014,9,2014
Australia,Palmerston,"Palmerston, Australia",21,2014,9,2014
Australia,Muswellbrook,"Muswellbrook, Australia",21,2014,9,2014
Australia,Singleton,"Singleton, Australia",21,2014,9,2014
Australia,Wagga Wagga,"Wagga Wagga, Australia",20,2014,7,2014
Australia,Moranbah,"Moranbah, Australia",20,2014,8,2014
Australia,La Trobe Valley,"La Trobe Valley, Australia",19,2013,9,2014
Australia,Ayr,"Ayr, Australia",19,2014,8,2014
Australia,Upper Hunter,"Upper Hunter, Australia",19,2014,8,2014
Australia,Newcastle,"Newcastle, Australia",19,2014,8,2014
Australia,Collie,"Collie, Australia",19,2014,8,2014
Australia,Darwin,"Darwin, Australia",18,2014,8,2014
Australia,"Launceston, Tasmania","Launceston, Tasmania, Australia",18,2013,8,2013
Australia,Melbourne,"Melbourne, Australia",18,2013,7,2014
Australia,Geelong,"Geelong, Australia",17,2014,7,2014
Australia,Lower Hunter,"Lower Hunter, Australia",17,2014,7,2014
Australia,Mackay,"Mackay, Australia",17,2014,7,2014
Australia,Wollongong,"Wollongong, Australia",17,2014,7,2014
Australia,Busselton,"Busselton, Australia",16,2014,7,2014
Australia,Perth,"Perth, Australia",16,2014,7,2014
Australia,Townsville,"Townsville, Australia",16,2014,7,2014
Australia,Adelaide,"Adelaide, Australia",16,2014,7,2014
Australia,Sydney,"Sydney, Australia",16,2014,7,2014
Australia,Whyalla,"Whyalla, Australia",16,2014,6,2014
Australia,Bunbury,"Bunbury, Australia",16,2014,7,2014
Australia,Albany,"Albany, Australia",15,2014,6,2014
Australia,Albury,"Albury, Australia",15,2014,6,2014
Australia,Canberra,"Canberra, Australia",15,2014,6,2014
Australia,Brisbane,"Brisbane, Australia",15,2014,5,2014
Australia,Tamworth,"Tamworth, Australia",15,2014,6,2014
Australia,Mount Isa,"Mount Isa, Australia",15,2014,6,2014
Australia,Wyong,"Wyong, Australia",15,2014,6,2014
Australia,"Devonport, Tasmania","Devonport, Tasmania, Australia",14,2013,6,2013
Australia,Bathurst,"Bathurst, Australia",14,2014,6,2014
Australia,"Hobart, Tasmania","Hobart, Tasmania, Australia",14,2013,6,2013
Australia,Gladstone,"Gladstone, Australia",14,2014,4,2014
Australia,Central Coast,"Central Coast, Australia",12,2014,5,2014
Austria,KLOSTERNEUBURG,"KLOSTERNEUBURG, Austria",26,2013,19,2013
Austria,STEYREGG,"STEYREGG, Austria",26,2013,19,2013
Austria,LINZ,"LINZ, Austria",25,2013,17,2013
Austria,FüRSTENFELD,"FüRSTENFELD, Austria",25,2013,18,2013
Austria,WIEN,"WIEN, Austria",25,2013,18,2013
Austria,WOLFSBERG,"WOLFSBERG, Austria",25,2013,18,2013
Austria,WEIZ,"WEIZ, Austria",25,2013,18,2013
Austria,SALZBURG,"SALZBURG, Austria",25,2013,15,2013
Austria,GRAZ,"GRAZ, Austria",24,2013,18,2013
Austria,SANKT POELTEN,"SANKT POELTEN, Austria",24,2013,17,2013
Austria,HALL IN TIROL,"HALL IN TIROL, Austria",24,2013,17,2013
Austria,HALLEIN,"HALLEIN, Austria",24,2013,17,2013
Austria,SANKT ANDRä IM LAVANTTAL,"SANKT ANDRä IM LAVANTTAL, Austria",24,2013,17,2013
Austria,GROSSENZERSDORF,"GROSSENZERSDORF, Austria",23,2013,17,2013
Austria,BRUCK AN DER MUR,"BRUCK AN DER MUR, Austria",23,2013,17,2013
Austria,KREMS,"KREMS, Austria",23,2013,17,2013
Austria,HARTBERG,"HARTBERG, Austria",23,2013,17,2013
Austria,EISENSTADT,"EISENSTADT, Austria",23,2013,18,2013
Austria,HIMBERG,"HIMBERG, Austria",23,2013,17,2013
Austria,SCHWECHAT,"SCHWECHAT, Austria",23,2013,17,2013
Austria,FELDKIRCH,"FELDKIRCH, Austria",23,2013,16,2013
Austria,WIENER NEUDORF,"WIENER NEUDORF, Austria",23,2013,16,2013
Austria,STOCKERAU,"STOCKERAU, Austria",23,2013,16,2013
Austria,KLAGENFURT,"KLAGENFURT, Austria",23,2013,13,2013
Austria,WELS,"WELS, Austria",22,2013,17,2013
Austria,TULLN,"TULLN, Austria",22,2013,16,2013
Austria,DEUTSCHLANDSBERG,"DEUTSCHLANDSBERG, Austria",22,2013,16,2013
Austria,SANKT VEIT AN DER GLAN,"SANKT VEIT AN DER GLAN, Austria",21,2013,15,2013
Austria,TRAISMAIER,"TRAISMAIER, Austria",21,2013,15,2013
Austria,ZELTWEG,"ZELTWEG, Austria",21,2013,15,2013
Austria,KNITTELFELD,"KNITTELFELD, Austria",21,2013,15,2013
Austria,HöCHST,"HöCHST, Austria",21,2013,15,2013
Austria,VöCKLABRUCK,"VöCKLABRUCK, Austria",20,2013,15,2013
Austria,Gänserndorf,"Gänserndorf, Austria",20,2013,15,2013
Austria,MöDLING,"MöDLING, Austria",20,2013,15,2013
Austria,INNSBRUCK,"INNSBRUCK, Austria",20,2013,14,2013
Austria,EBENTHAL,"EBENTHAL, Austria",20,2013,14,2013
Austria,LUSTENAU,"LUSTENAU, Austria",20,2013,14,2013
Austria,SPITTAL AN DER DRAU,"SPITTAL AN DER DRAU, Austria",20,2013,14,2013
Austria,SCHWAZ,"SCHWAZ, Austria",20,2013,14,2013
Austria,KEMATEN,"KEMATEN, Austria",20,2013,14,2013
Austria,BIEDERMANNSDORF,"BIEDERMANNSDORF, Austria",20,2013,14,2013
Austria,LIEZEN,"LIEZEN, Austria",20,2013,14,2013
Austria,WöRGL,"WöRGL, Austria",20,2013,14,2013
Austria,LIENZ,"LIENZ, Austria",19,2013,14,2013
Austria,STEYR,"STEYR, Austria",19,2013,14,2013
Austria,LEOBEN,"LEOBEN, Austria",19,2013,14,2013
Austria,VILLACH,"VILLACH, Austria",19,2013,14,2013
Austria,DORNBIRN,"DORNBIRN, Austria",19,2013,13,2013
Austria,IMST,"IMST, Austria",18,2013,13,2013
Austria,BAD VöSLAU,"BAD VöSLAU, Austria",18,2013,13,2013
Austria,WIENER NEUSTADT,"WIENER NEUSTADT, Austria",17,2013,13,2013
Austria,KAPFENBERG,"KAPFENBERG, Austria",17,2013,12,2013
Austria,BLUDENZ,"BLUDENZ, Austria",17,2013,12,2013
Austria,KUFSTEIN,"KUFSTEIN, Austria",17,2013,12,2013
Austria,MüRZZUSCHLAG,"MüRZZUSCHLAG, Austria",17,2013,12,2013
Austria,JUDENBURG,"JUDENBURG, Austria",17,2013,12,2013
Austria,BAD ISCHL,"BAD ISCHL, Austria",15,2013,11,2013
Austria,ARNOLDSTEIN,"ARNOLDSTEIN, Austria",14,2013,10,2013
Austria,HEITERWANG,"HEITERWANG, Austria",13,2013,9,2013
Bahrain,Hamad Town,"Hamad Town, Bahrain",317,2012,65,2012
Bahrain,Ma'ameer,"Ma'ameer, Bahrain",257,2012,63,2012
Bahrain,Ras Hayan,"Ras Hayan, Bahrain",250,2012,43,2012
Bahrain,Nabih Saleh,"Nabih Saleh, Bahrain",244,2012,58,2012
Bahrain,Hidd,"Hidd, Bahrain",178,2012,41,2012
Bangladesh,Narayangonj,"Narayangonj, Bangladesh",191,2014,105,2014
Bangladesh,Sylhet,"Sylhet, Bangladesh",169,2014,61,2014
Bangladesh,Dhaka,"Dhaka, Bangladesh",158,2014,89,2014
Bangladesh,Gazipur,"Gazipur, Bangladesh",154,2014,88,2014
Bangladesh,Barisal,"Barisal, Bangladesh",142,2014,85,2014
Bangladesh,Chittagong,"Chittagong, Bangladesh",134,2014,95,2014
Bangladesh,Khulna,"Khulna, Bangladesh",108,2014,61,2014
Bangladesh,Rajshahi,"Rajshahi, Bangladesh",63,2014,36,2014
Belgium,ENGIS,"ENGIS, Belgium",30,2013,17,2013
Belgium,OOSTROZEBEKE,"OOSTROZEBEKE, Belgium",30,2013,20,2013
Belgium,EVERGEM,"EVERGEM, Belgium",30,2013,19,2013
Belgium,ZELZATE,"ZELZATE, Belgium",30,2013,20,2013
Belgium,GENT,"GENT, Belgium",29,2013,18,2013
Belgium,ZWIJNDRECHT,"ZWIJNDRECHT, Belgium",29,2013,19,2013
Belgium,ROESELAERE,"ROESELAERE, Belgium",28,2013,18,2013
Belgium,MONS,"MONS, Belgium",27,2013,15,2013
Belgium,HOBOKEN,"HOBOKEN, Belgium",27,2013,18,2013
Belgium,VILVOORDE,"VILVOORDE, Belgium",27,2013,18,2013
Belgium,MENEN,"MENEN, Belgium",26,2013,18,2013
Belgium,ANTWERPEN,"ANTWERPEN, Belgium",26,2013,17,2013
Belgium,ZWEVEGEM,"ZWEVEGEM, Belgium",26,2013,17,2013
Belgium,HOEVENEN,"HOEVENEN, Belgium",26,2013,17,2013
Belgium,GENK,"GENK, Belgium",26,2013,17,2013
Belgium,BERENDRECHT,"BERENDRECHT, Belgium",25,2013,17,2013
Belgium,BRUSSELS,"BRUSSELS, Belgium",25,2013,18,2013
Belgium,STEENOKKERZEEL,"STEENOKKERZEEL, Belgium",25,2013,17,2013
Belgium,DESTELBERGEN,"DESTELBERGEN, Belgium",25,2013,16,2013
Belgium,BOOM,"BOOM, Belgium",25,2013,16,2013
Belgium,MECHELEN,"MECHELEN, Belgium",24,2013,16,2013
Belgium,BRUGGE,"BRUGGE, Belgium",24,2013,16,2013
Belgium,SERAING,"SERAING, Belgium",24,2013,15,2013
Belgium,MOERKERKE,"MOERKERKE, Belgium",23,2013,15,2013
Belgium,HASSELT,"HASSELT, Belgium",23,2013,17,2013
Belgium,VEURNE,"VEURNE, Belgium",23,2013,15,2013
Belgium,AARSCHOT,"AARSCHOT, Belgium",23,2013,15,2013
Belgium,CHARLEROI,"CHARLEROI, Belgium",22,2013,14,2013
Belgium,LANDEN,"LANDEN, Belgium",22,2013,15,2013
Belgium,RETIE,"RETIE, Belgium",22,2013,15,2013
Belgium,DESSEL,"DESSEL, Belgium",22,2013,14,2013
Belgium,LIEGE,"LIEGE, Belgium",22,2013,14,2013
Belgium,CHATELET,"CHATELET, Belgium",21,2013,13,2013
Belgium,TOURNAI,"TOURNAI, Belgium",21,2013,14,2013
Belgium,HERSTAL,"HERSTAL, Belgium",20,2013,13,2013
Belgium,CORROY LE GRAND,"CORROY LE GRAND, Belgium",20,2013,14,2013
Belgium,ANDENNE,"ANDENNE, Belgium",18,2013,12,2013
Belgium,SOMME-LEUZE,"SOMME-LEUZE, Belgium",16,2013,11,2013
Belgium,HABAY LA NEUVE,"HABAY LA NEUVE, Belgium",15,2013,10,2013
Belgium,BERTRIX,"BERTRIX, Belgium",14,2013,10,2013
Belgium,VIROINVAL,"VIROINVAL, Belgium",14,2013,10,2013
Belgium,VIELSALM,"VIELSALM, Belgium",13,2013,9,2013
Belgium,SAINTE-ODE,"SAINTE-ODE, Belgium",12,2013,9,2013
Bhutan,Thimphu,"Thimphu, Bhutan",77,2012,43,2012
"Bolivia, Plurinational States of",La Paz,"La Paz, Bolivia, Plurinational States of",82,2013,44,2013
"Bolivia, Plurinational States of",Cochabamba,"Cochabamba, Bolivia, Plurinational States of",59,2014,32,2014
Bosnia and Herzegovina,TUZLA,"TUZLA, Bosnia and Herzegovina",106,2010,64,2010
Bosnia and Herzegovina,SARAJEVO,"SARAJEVO, Bosnia and Herzegovina",49,2010,30,2010
Brazil,"Santa Gertrudes – Jd. Luciana, INTERIOR DO ESTADO","Santa Gertrudes – Jd. Luciana, INTERIOR DO ESTADO, Brazil",95,2014,43,2014
Brazil,"Cubatão, REGIÃO METROPOLITANA DA BAIXADA SANTISTA","Cubatão, REGIÃO METROPOLITANA DA BAIXADA SANTISTA, Brazil",68,2014,31,2014
Brazil,"Rio Claro, INTERIOR DO ESTADO","Rio Claro, INTERIOR DO ESTADO, Brazil",56,2014,25,2014
Brazil,REGIÃO METROPOLITANA DO RIO DE JANEIRO,"REGIÃO METROPOLITANA DO RIO DE JANEIRO, Brazil",48,2014,15,2014
Brazil,"Itaboraí , REGIÃO METROPOLITANA DO RIO DE JANEIRO","Itaboraí , REGIÃO METROPOLITANA DO RIO DE JANEIRO, Brazil",46,2014,18,2014
Brazil,"Catanduva, INTERIOR DO ESTADO","Catanduva, INTERIOR DO ESTADO, Brazil",41,2014,18,2014
Brazil,"Limeira – Boa Vista, INTERIOR DO ESTADO","Limeira – Boa Vista, INTERIOR DO ESTADO, Brazil",41,2014,18,2014
Brazil,"Paulínia, REGIÃO METROPOLITANA DE CAMPINAS","Paulínia, REGIÃO METROPOLITANA DE CAMPINAS, Brazil",39,2014,18,2014
Brazil,Colombo,"Colombo, Brazil",39,2012,17,2012
Brazil,"Santos, REGIÃO METROPOLITANA DA BAIXADA SANTISTA","Santos, REGIÃO METROPOLITANA DA BAIXADA SANTISTA, Brazil",39,2014,18,2014
Brazil,"São José do Rio Preto, INTERIOR DO ESTADO","São José do Rio Preto, INTERIOR DO ESTADO, Brazil",39,2014,16,2014
Brazil,"Sorocaba, REGIÃO METROPOLITANA DE SOROCABA","Sorocaba, REGIÃO METROPOLITANA DE SOROCABA, Brazil",39,2014,17,2014
Brazil,"Cordeirópolis – Módolo, INTERIOR DO ESTADO","Cordeirópolis – Módolo, INTERIOR DO ESTADO, Brazil",38,2014,17,2014
Brazil,"Jaboticabal, INTERIOR DO ESTADO","Jaboticabal, INTERIOR DO ESTADO, Brazil",38,2014,17,2014
Brazil,"Piracicaba, INTERIOR DO ESTADO","Piracicaba, INTERIOR DO ESTADO, Brazil",38,2014,15,2014
Brazil,"Americana, REGIÃO METROPOLITANA DE CAMPINAS","Americana, REGIÃO METROPOLITANA DE CAMPINAS, Brazil",36,2014,16,2014
Brazil,REGIÃO METROPOLITANA DE SÃO PAULO,"REGIÃO METROPOLITANA DE SÃO PAULO, Brazil",35,2014,18,2014
Brazil,"Campinas, REGIÃO METROPOLITANA DE CAMPINAS","Campinas, REGIÃO METROPOLITANA DE CAMPINAS, Brazil",35,2014,16,2014
Brazil,"Araçatuba, INTERIOR DO ESTADO","Araçatuba, INTERIOR DO ESTADO, Brazil",34,2014,15,2014
Brazil,"Araraquara, INTERIOR DO ESTADO","Araraquara, INTERIOR DO ESTADO, Brazil",34,2014,15,2014
Brazil,"Japeri, REGIÃO METROPOLITANA DO RIO DE JANEIRO","Japeri, REGIÃO METROPOLITANA DO RIO DE JANEIRO, Brazil",33,2014,15,2014
Brazil,"Volta Redonda, REGIÃO DO MÉDIO PARAÍBA","Volta Redonda, REGIÃO DO MÉDIO PARAÍBA, Brazil",33,2014,14,2014
Brazil,Araucária,"Araucária, Brazil",31,2012,14,2012
Brazil,"Seropédica, REGIÃO METROPOLITANA DO RIO DE JANEIRO","Seropédica, REGIÃO METROPOLITANA DO RIO DE JANEIRO, Brazil",31,2014,15,2014
Brazil,"Itaguaí, REGIÃO METROPOLITANA DO RIO DE JANEIRO","Itaguaí, REGIÃO METROPOLITANA DO RIO DE JANEIRO, Brazil",30,2014,13,2014
Brazil,"Jundiaí, INTERIOR DO ESTADO","Jundiaí, INTERIOR DO ESTADO, Brazil",30,2014,13,2014
Brazil,"São José dos Campos, REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE","São José dos Campos, REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE, Brazil",30,2014,13,2014
Brazil,"Bauru, INTERIOR DO ESTADO","Bauru, INTERIOR DO ESTADO, Brazil",29,2014,13,2014
Brazil,"Canoas, REGIÃO METROPOLITANA DE PORTO ALEGRE","Canoas, REGIÃO METROPOLITANA DE PORTO ALEGRE, Brazil",29,2014,13,2014
Brazil,"Charqueadas, REGIÃO METROPOLITANA DE PORTO ALEGRE","Charqueadas, REGIÃO METROPOLITANA DE PORTO ALEGRE, Brazil",29,2014,13,2014
Brazil,"Resende, REGIÃO DO MÉDIO PARAÍBA","Resende, REGIÃO DO MÉDIO PARAÍBA, Brazil",29,2014,13,2014
Brazil,"Barra Mansa, REGIÃO DO MÉDIO PARAÍBA","Barra Mansa, REGIÃO DO MÉDIO PARAÍBA, Brazil",27,2014,12,2014
Brazil,"Quatis, REGIÃO DO MÉDIO PARAÍBA","Quatis, REGIÃO DO MÉDIO PARAÍBA, Brazil",27,2014,12,2014
Brazil,"Campos, REGIÃO DO NORTE FLUMINENSE","Campos, REGIÃO DO NORTE FLUMINENSE, Brazil",26,2014,12,2014
Brazil,"Jacarei, REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE","Jacarei, REGIÃO METROPOLITANA DO VALE DO PARAÍBA E LITORAL NORTE, Brazil",25,2014,11,2014
Brazil,"Jaú, INTERIOR DO ESTADO","Jaú, INTERIOR DO ESTADO, Brazil",25,2014,11,2014
Brazil,Curitiba,"Curitiba, Brazil",24,2012,11,2012
Brazil,"Tatuí, REGIÃO METROPOLITANA DE SOROCABA","Tatuí, REGIÃO METROPOLITANA DE SOROCABA, Brazil",24,2014,10,2014
Brazil,"Marília, INTERIOR DO ESTADO","Marília, INTERIOR DO ESTADO, Brazil",22,2014,10,2014
Brazil,"Presidente Prudente, INTERIOR DO ESTADO","Presidente Prudente, INTERIOR DO ESTADO, Brazil",21,2014,9,2014
Brazil,"Cantagalo - Euclidelândia, REGIÃO SUL","Cantagalo - Euclidelândia, REGIÃO SUL, Brazil",20,2014,9,2014
Brazil,"Malembá, REGIÃO METROPOLITANA DE SALVADOR","Malembá, REGIÃO METROPOLITANA DE SALVADOR, Brazil",18,2014,8,2014
Brazil,"Porto Real, REGIÃO DO MÉDIO PARAÍBA","Porto Real, REGIÃO DO MÉDIO PARAÍBA, Brazil",17,2014,7,2014
Brazil,"Gravataí, REGIÃO METROPOLITANA DE PORTO ALEGRE","Gravataí, REGIÃO METROPOLITANA DE PORTO ALEGRE, Brazil",16,2014,7,2014
Brazil,"Madre de Deus, REGIÃO METROPOLITANA DE SALVADOR","Madre de Deus, REGIÃO METROPOLITANA DE SALVADOR, Brazil",12,2014,5,2014
Bulgaria,Dimitrovgad,"Dimitrovgad, Bulgaria",59,2013,42,2013
Bulgaria,Plovdiv,"Plovdiv, Bulgaria",59,2013,34,2013
Bulgaria,Dolny Voden,"Dolny Voden, Bulgaria",53,2013,38,2013
Bulgaria,MONTANA,"MONTANA, Bulgaria",52,2013,37,2013
Bulgaria,Varna,"Varna, Bulgaria",51,2013,36,2013
Bulgaria,Ruse,"Ruse, Bulgaria",46,2013,33,2013
Bulgaria,Pernik,"Pernik, Bulgaria",46,2013,31,2013
Bulgaria,HASKOVO,"HASKOVO, Bulgaria",46,2013,32,2013
Bulgaria,Pazarjik,"Pazarjik, Bulgaria",45,2013,32,2013
Bulgaria,Sofia,"Sofia, Bulgaria",43,2013,21,2013
Bulgaria,Smolian,"Smolian, Bulgaria",43,2013,30,2013
Bulgaria,GORNA ORIAHOVICA,"GORNA ORIAHOVICA, Bulgaria",43,2013,30,2013
Bulgaria,Stara Zagora,"Stara Zagora, Bulgaria",41,2013,13,2013
Bulgaria,Pleven,"Pleven, Bulgaria",41,2013,29,2013
Bulgaria,Veliko Tarnovo,"Veliko Tarnovo, Bulgaria",40,2013,25,2013
Bulgaria,Kardjaly,"Kardjaly, Bulgaria",39,2013,28,2013
Bulgaria,SLIVEN,"SLIVEN, Bulgaria",39,2013,28,2013
Bulgaria,LOVECH,"LOVECH, Bulgaria",38,2013,27,2013
Bulgaria,Vratza,"Vratza, Bulgaria",38,2013,27,2013
Bulgaria,BLAGOEVGRAD,"BLAGOEVGRAD, Bulgaria",38,2013,27,2013
Bulgaria,Shumen,"Shumen, Bulgaria",38,2013,27,2013
Bulgaria,Pirdop,"Pirdop, Bulgaria",35,2013,25,2013
Bulgaria,Burgas,"Burgas, Bulgaria",35,2013,25,2013
Bulgaria,Galabovo,"Galabovo, Bulgaria",35,2013,25,2013
Bulgaria,Devnia,"Devnia, Bulgaria",27,2013,19,2013
Cameroon,Bamenda,"Bamenda, Cameroon",141,2012,132,2012
Cameroon,Bafoussam,"Bafoussam, Cameroon",105,2012,67,2012
Cameroon,Yaoudé,"Yaoudé, Cameroon",65,2012,49,2012
Canada,COURTENAY,"COURTENAY, Canada",29,2013,17,2013
Canada,REGINA,"REGINA, Canada",25,2013,14,2013
Canada,VANDERHOOF,"VANDERHOOF, Canada",21,2013,12,2013
Canada,TROIS-RIVIERES,"TROIS-RIVIERES, Canada",19,2013,11,2013
Canada,FORT ST. JOHN,"FORT ST. JOHN, Canada",18,2013,10,2013
Canada,QUEBEC,"QUEBEC, Canada",18,2013,9,2013
Canada,LEMIEUX,"LEMIEUX, Canada",17,2013,10,2013
Canada,BRUDERHEIM,"BRUDERHEIM, Canada",17,2013,9,2013
Canada,WINDSOR,"WINDSOR, Canada",17,2013,9,2013
Canada,WINNIPEG,"WINNIPEG, Canada",17,2013,6,2013
Canada,HAMILTON,"HAMILTON, Canada",16,2013,9,2013
Canada,HOUSTON,"HOUSTON, Canada",16,2013,9,2013
Canada,SASKATOON,"SASKATOON, Canada",16,2013,9,2013
Canada,BURLINGTON,"BURLINGTON, Canada",15,2013,9,2013
Canada,DUNCAN,"DUNCAN, Canada",15,2013,9,2013
Canada,GATINEAU,"GATINEAU, Canada",15,2013,9,2013
Canada,KAMLOOPS,"KAMLOOPS, Canada",15,2013,9,2013
Canada,LAVAL,"LAVAL, Canada",15,2013,9,2013
Canada,LONDON,"LONDON, Canada",15,2013,9,2013
Canada,SAINT-SIMON,"SAINT-SIMON, Canada",15,2013,9,2013
Canada,VARENNES,"VARENNES, Canada",15,2013,9,2013
Canada,MONTREAL,"MONTREAL, Canada",15,2013,10,2013
Canada,PRINCE GEORGE,"PRINCE GEORGE, Canada",15,2013,8,2013
Canada,QUESNEL,"QUESNEL, Canada",15,2013,8,2013
Canada,TERRACE,"TERRACE, Canada",15,2013,8,2013
Canada,WILLIAMS LAKE,"WILLIAMS LAKE, Canada",15,2013,8,2013
Canada,KITCHENER,"KITCHENER, Canada",14,2013,8,2013
Canada,LONGUEUIL,"LONGUEUIL, Canada",14,2013,8,2013
Canada,EDMONTON,"EDMONTON, Canada",14,2013,7,2013
Canada,TORONTO,"TORONTO, Canada",14,2013,8,2013
Canada,BEAVERLODGE,"BEAVERLODGE, Canada",14,2013,8,2013
Canada,BRAMPTON,"BRAMPTON, Canada",14,2013,8,2013
Canada,BRANTFORD,"BRANTFORD, Canada",14,2013,8,2013
Canada,CHARETTE,"CHARETTE, Canada",14,2013,8,2013
Canada,CHATHAM,"CHATHAM, Canada",14,2013,8,2013
Canada,COLD LAKE,"COLD LAKE, Canada",14,2013,8,2013
Canada,CORNWALL,"CORNWALL, Canada",14,2013,8,2013
Canada,GUELPH,"GUELPH, Canada",14,2013,8,2013
Canada,MISSISSAUGA,"MISSISSAUGA, Canada",14,2013,8,2013
Canada,OAKVILLE,"OAKVILLE, Canada",14,2013,8,2013
Canada,PORT ALBERNI,"PORT ALBERNI, Canada",14,2013,8,2013
Canada,SAINT-ZEPHIRIN-DE-COURVAL,"SAINT-ZEPHIRIN-DE-COURVAL, Canada",14,2013,8,2013
Canada,SARNIA,"SARNIA, Canada",14,2013,8,2013
Canada,SHERBROOKE,"SHERBROOKE, Canada",14,2013,8,2013
Canada,SIMCOE,"SIMCOE, Canada",14,2013,8,2013
Canada,ST. CATHARINES,"ST. CATHARINES, Canada",14,2013,8,2013
Canada,BRANDON,"BRANDON, Canada",14,2013,6,2013
Canada,VICTORIA,"VICTORIA, Canada",13,2013,7,2013
Canada,CASTLEGAR,"CASTLEGAR, Canada",13,2013,7,2013
Canada,FLIN FLON,"FLIN FLON, Canada",13,2013,5,2013
Canada,NELSON,"NELSON, Canada",13,2013,7,2013
Canada,BARRIE,"BARRIE, Canada",12,2013,7,2013
Canada,BATHURST,"BATHURST, Canada",12,2013,7,2013
Canada,BELLEVILLE,"BELLEVILLE, Canada",12,2013,7,2013
Canada,DARTMOUTH,"DARTMOUTH, Canada",12,2013,7,2013
Canada,DESCHAMBAULT,"DESCHAMBAULT, Canada",12,2013,7,2013
Canada,FORT SASKATCHEWAN,"FORT SASKATCHEWAN, Canada",12,2013,7,2013
Canada,GRAND BEND,"GRAND BEND, Canada",12,2013,7,2013
Canada,LAMONT,"LAMONT, Canada",12,2013,7,2013
Canada,MORRISBURG,"MORRISBURG, Canada",12,2013,7,2013
Canada,NEWMARKET,"NEWMARKET, Canada",12,2013,7,2013
Canada,OSHAWA,"OSHAWA, Canada",12,2013,7,2013
Canada,PETERBOROUGH,"PETERBOROUGH, Canada",12,2013,7,2013
Canada,PICTOU,"PICTOU, Canada",12,2013,7,2013
Canada,PORT STANLEY,"PORT STANLEY, Canada",12,2013,7,2013
Canada,RICHMOND,"RICHMOND, Canada",12,2013,7,2013
Canada,ROUYN-NORANDA,"ROUYN-NORANDA, Canada",12,2013,7,2013
Canada,SAINT-JEAN-SUR-RICHELIEU,"SAINT-JEAN-SUR-RICHELIEU, Canada",12,2013,7,2013
Canada,ST. ANDREWS,"ST. ANDREWS, Canada",12,2013,7,2013
Canada,SURREY,"SURREY, Canada",12,2013,7,2013
Canada,TINGWICK,"TINGWICK, Canada",12,2013,7,2013
Canada,VANCOUVER,"VANCOUVER, Canada",12,2013,7,2013
Canada,ABBOTSFORD,"ABBOTSFORD, Canada",12,2013,7,2013
Canada,CHILLIWACK,"CHILLIWACK, Canada",12,2013,6,2013
Canada,THOMSON,"THOMSON, Canada",12,2013,4,2013
Canada,HALIFAX,"HALIFAX, Canada",11,2013,5,2013
Canada,FORT MCMURRAY,"FORT MCMURRAY, Canada",11,2013,6,2013
Canada,LANGLEY,"LANGLEY, Canada",11,2013,6,2013
Canada,OTTAWA,"OTTAWA, Canada",11,2013,7,2013
Canada,PORT MOODY,"PORT MOODY, Canada",11,2013,6,2013
Canada,YELLOWKNIFE,"YELLOWKNIFE, Canada",11,2013,6,2013
Canada,CALGARY,"CALGARY, Canada",10,2013,8,2013
Canada,CORNER BROOK,"CORNER BROOK, Canada",10,2013,6,2013
Canada,DELTA,"DELTA, Canada",10,2013,6,2013
Canada,FORT MACKAY,"FORT MACKAY, Canada",10,2013,6,2013
Canada,GRANDE PRAIRIE,"GRANDE PRAIRIE, Canada",10,2013,6,2013
Canada,KINGSTON,"KINGSTON, Canada",10,2013,6,2013
Canada,MONCTON,"MONCTON, Canada",10,2013,6,2013
Canada,MOUNT PEARL,"MOUNT PEARL, Canada",10,2013,6,2013
Canada,PARRY SOUND,"PARRY SOUND, Canada",10,2013,6,2013
Canada,PORT HAWKESBURY,"PORT HAWKESBURY, Canada",10,2013,6,2013
Canada,SAGUENAY,"SAGUENAY, Canada",10,2013,6,2013
Canada,SAULT STE. MARIE,"SAULT STE. MARIE, Canada",10,2013,6,2013
Canada,SUDBURY,"SUDBURY, Canada",10,2013,6,2013
Canada,SYDNEY,"SYDNEY, Canada",10,2013,6,2013
Canada,THUNDER BAY,"THUNDER BAY, Canada",10,2013,6,2013
Canada,WHITEHORSE,"WHITEHORSE, Canada",10,2013,6,2013
Canada,BURNABY,"BURNABY, Canada",10,2013,6,2013
Canada,LANGDALE,"LANGDALE, Canada",10,2013,5,2013
Canada,NANAIMO,"NANAIMO, Canada",10,2013,5,2013
Canada,NORTH VANCOUVER,"NORTH VANCOUVER, Canada",9,2013,5,2013
Canada,HOPE,"HOPE, Canada",9,2013,5,2013
Canada,AYLESFORD,"AYLESFORD, Canada",8,2013,5,2013
