country,city,mean_pm10_ug_per_m3,year,mean_pm2.5_ug_per_m3,year2,city_country
Japan,Sendai city,22,2012,11,2012,"Sendai city, Japan"
Japan,Sapporo city,18,2012,9,2012,"Sapporo city, Japan"
Jordan,Al-Zarqa',127,2015,53,2015,"Al-Zarqa', Jordan"
Jordan,Irbid,68,2015,23,2015,"Irbid, Jordan"
Jordan,Amman,68,2015,36,2015,"Amman, Jordan"
Jordan,Al-Karak,44,2015,19,2015,"Al-Karak, Jordan"
Kenya,Nairobi,33,2009,17,2009,"Nairobi, Kenya"
Kuwait,Al-Shuwaikh,211,2014,87,2014,"Al-Shuwaikh, Kuwait"
Kuwait,Ali Subah Al-Salem,178,2014,74,2014,"Ali Subah Al-Salem, Kuwait"
Kuwait,Al-Ahmadi,167,2014,64,2014,"Al-Ahmadi, Kuwait"
Kuwait,Al-Mansouriya,164,2014,68,2014,"Al-Mansouriya, Kuwait"
Kuwait,Al-Salam,153,2014,63,2014,"Al-Salam, Kuwait"
Kuwait,Al-Rumaithyia,140,2014,58,2014,"Al-Rumaithyia, Kuwait"
Kuwait,Al-Jahra,116,2014,48,2014,"Al-Jahra, Kuwait"
Kuwait,Al-Mutla,114,2014,47,2014,"Al-Mutla, Kuwait"
Kuwait,Saad Al-Abdullah,111,2014,46,2014,"Saad Al-Abdullah, Kuwait"
Kuwait,Al-Fahaheel,106,2014,44,2014,"Al-Fahaheel, Kuwait"
Kuwait,Shuaiba,62,2014,26,2014,"Shuaiba, Kuwait"
Latvia,Riga,33,2013,16,2013,"Riga, Latvia"
Latvia,LIEPAJA,24,2013,18,2013,"LIEPAJA, Latvia"
Latvia,REZEKNE,22,2013,17,2013,"REZEKNE, Latvia"
Latvia,VENTSPILS,17,2013,11,2013,"VENTSPILS, Latvia"
Lebanon,Beirut,41,2014,31,2014,"Beirut, Lebanon"
Lebanon,Zahle,40,2014,33,2014,"Zahle, Lebanon"
Lebanon,Saida,37,2014,30,2014,"Saida, Lebanon"
Lebanon,Baalbak,34,2014,26,2014,"Baalbak, Lebanon"
Liberia,Buchanan (rural),66,2009,9,2009,"Buchanan (rural), Liberia"
Liberia,Sanniquellie (rural),52,2009,10,2009,"Sanniquellie (rural), Liberia"
Lithuania,SIAULIAI,36,2013,23,2013,"SIAULIAI, Lithuania"
Lithuania,KLAIPEDA,32,2013,20,2013,"KLAIPEDA, Lithuania"
Lithuania,PANEVEZYS,31,2013,20,2013,"PANEVEZYS, Lithuania"
Lithuania,KEDAINIAI,30,2013,19,2013,"KEDAINIAI, Lithuania"
Lithuania,JONAVA,28,2013,18,2013,"JONAVA, Lithuania"
Lithuania,MAZEIKIAI,27,2013,18,2013,"MAZEIKIAI, Lithuania"
Lithuania,KAUNAS,27,2013,19,2013,"KAUNAS, Lithuania"
Lithuania,VILNIUS,26,2013,22,2013,"VILNIUS, Lithuania"
Lithuania,NAUJOJI AKMENE,25,2013,16,2013,"NAUJOJI AKMENE, Lithuania"
Luxembourg,LUXEMBOURG,22,2013,16,2013,"LUXEMBOURG, Luxembourg"
Luxembourg,ESCH-SUR-ALZETTE,21,2013,15,2013,"ESCH-SUR-ALZETTE, Luxembourg"
Luxembourg,BEKERICH,16,2013,11,2013,"BEKERICH, Luxembourg"
Madagascar,Antanarivo,59,2008,36,2008,"Antanarivo, Madagascar"
Malaysia,Petaling Jaya,47,2014,24,2014,"Petaling Jaya, Malaysia"
Malaysia,Bayan Lepas,33,2014,17,2014,"Bayan Lepas, Malaysia"
Malaysia,Senai,30,2014,15,2014,"Senai, Malaysia"
Malaysia,Kuantan,27,2014,14,2014,"Kuantan, Malaysia"
Malaysia,Kuching,26,2014,13,2014,"Kuching, Malaysia"
Malaysia,Tanah Rata,19,2014,10,2014,"Tanah Rata, Malaysia"
Maldives,Male,20,2011,11,2011,"Male, Maldives"
Malta,MSIDA,38,2013,17,2013,"MSIDA, Malta"
Malta,PAOLA,27,2013,12,2013,"PAOLA, Malta"
Malta,GHARB,24,2013,11,2013,"GHARB, Malta"
Malta,ZEJTUN,22,2013,10,2013,"ZEJTUN, Malta"
Mauritius,"Beau Bassin/Rose Hill, Coromandel",130,2011,66,2011,"Beau Bassin/Rose Hill, Coromandel, Mauritius"
Mauritius,"Bramsthan, Flacq",36,2010,18,2010,"Bramsthan, Flacq, Mauritius"
Mauritius,Port Louis,27,2015,14,2015,"Port Louis, Mauritius"
Mauritius,Vacoas,27,2015,14,2015,"Vacoas, Mauritius"
Mauritius,Midlands,20,2011,10,2011,"Midlands, Mauritius"
Mexico,Monterrey,85,2011,36,2011,"Monterrey, Mexico"
Mexico,Toluca,80,2011,33,2011,"Toluca, Mexico"
Mexico,Salamanca,60,2011,28,2011,"Salamanca, Mexico"
Mexico,Leòn,57,2011,27,2011,"Leòn, Mexico"
Mexico,Irapuato,54,2011,25,2011,"Irapuato, Mexico"
Mexico,Silao,50,2011,23,2011,"Silao, Mexico"
Mexico,Mexico city,42,2014,19,2014,"Mexico city, Mexico"
Mexico,Guadalajara,41,2011,19,2011,"Guadalajara, Mexico"
Mexico,Puebla,32,2011,19,2011,"Puebla, Mexico"
Monaco,Monaco,14,2013,9,2013,"Monaco, Monaco"
Mongolia,Ulaanbaatar,165,2010,75,2010,"Ulaanbaatar, Mongolia"
Montenegro,Pljevlja,77,2014,41,2014,"Pljevlja, Montenegro"
Montenegro,Nikšic,43,2014,22,2014,"Nikšic, Montenegro"
Montenegro,Podgorica,34,2014,21,2014,"Podgorica, Montenegro"
Montenegro,Bar,27,2014,25,2014,"Bar, Montenegro"
Montenegro,Tivat,25,2014,16,2014,"Tivat, Montenegro"
Morocco,Casablanca,60,2013,25,2013,"Casablanca, Morocco"
Morocco,Marrakech,57,2012,24,2012,"Marrakech, Morocco"
Morocco,Tanger,57,2013,24,2013,"Tanger, Morocco"
Morocco,Meknes,46,2008,28,2009,"Meknes, Morocco"
Morocco,Fès,40,2013,16,2013,"Fès, Morocco"
Morocco,Salé,31,2011,13,2011,"Salé, Morocco"
Morocco,Safi,21,2011,8,2011,"Safi, Morocco"
Myanmar,Pyin Oo Lwin,140,2012,77,2012,"Pyin Oo Lwin, Myanmar"
Myanmar,Taungoo,137,2013,76,2013,"Taungoo, Myanmar"
Myanmar,Kyaukphyu,136,2009,75,2009,"Kyaukphyu, Myanmar"
Myanmar,Namkham,127,2012,70,2012,"Namkham, Myanmar"
Myanmar,Mawlamyaing,124,2012,68,2012,"Mawlamyaing, Myanmar"
Myanmar,Yenanchaung,120,2009,66,2009,"Yenanchaung, Myanmar"
Myanmar,Nyaung Oo,91,2013,50,2013,"Nyaung Oo, Myanmar"
Myanmar,Kyauk Pa Taung,89,2013,49,2013,"Kyauk Pa Taung, Myanmar"
Myanmar,Sintgaing,80,2009,44,2009,"Sintgaing, Myanmar"
Myanmar,Thaungtha,80,2009,44,2009,"Thaungtha, Myanmar"
Myanmar,Kathar,76,2013,42,2013,"Kathar, Myanmar"
Myanmar,Meikhtilar,59,2013,32,2013,"Meikhtilar, Myanmar"
Myanmar,Pyay-Aunglan,44,2013,24,2013,"Pyay-Aunglan, Myanmar"
Myanmar,Namthu,31,2012,17,2012,"Namthu, Myanmar"
Nepal,Kathmandu,88,2013,49,2013,"Kathmandu, Nepal"
Netherlands,VELSEN,27,2013,16,2013,"VELSEN, Netherlands"
Netherlands,HOEK VAN HOLLAND,26,2013,13,2013,"HOEK VAN HOLLAND, Netherlands"
Netherlands,IJMUIDEN,25,2013,15,2013,"IJMUIDEN, Netherlands"
Netherlands,WIJK AAN ZEE,25,2013,15,2013,"WIJK AAN ZEE, Netherlands"
Netherlands,GRONINGEN,24,2013,13,2013,"GRONINGEN, Netherlands"
Netherlands,NIJMEGEN,24,2013,14,2013,"NIJMEGEN, Netherlands"
Netherlands,ZAANDAM,24,2013,14,2013,"ZAANDAM, Netherlands"
Netherlands,DORDRECHT,24,2013,15,2013,"DORDRECHT, Netherlands"
Netherlands,ROTTERDAM,23,2013,14,2013,"ROTTERDAM, Netherlands"
Netherlands,AMSTERDAM,23,2013,15,2013,"AMSTERDAM, Netherlands"
Netherlands,DEN HAAG,22,2013,14,2013,"DEN HAAG, Netherlands"
Netherlands,HEERLEN,22,2013,16,2013,"HEERLEN, Netherlands"
Netherlands,EINDHOVEN,22,2013,14,2013,"EINDHOVEN, Netherlands"
Netherlands,HILVERSUM,22,2013,14,2013,"HILVERSUM, Netherlands"
Netherlands,BREDA,22,2013,14,2013,"BREDA, Netherlands"
Netherlands,HOOFDDORP,21,2013,14,2013,"HOOFDDORP, Netherlands"
Netherlands,BEVERWIJK,21,2013,13,2013,"BEVERWIJK, Netherlands"
Netherlands,LEIDEN,21,2013,13,2013,"LEIDEN, Netherlands"
Netherlands,ENSCHEDE,21,2013,13,2013,"ENSCHEDE, Netherlands"
Netherlands,DE RIJP,20,2013,13,2013,"DE RIJP, Netherlands"
Netherlands,MAASSLUIS,20,2013,13,2013,"MAASSLUIS, Netherlands"
Netherlands,SCHIEDAM,19,2013,14,2013,"SCHIEDAM, Netherlands"
Netherlands,UTRECHT,19,2013,12,2013,"UTRECHT, Netherlands"
Netherlands,MOERDIJK,18,2013,12,2013,"MOERDIJK, Netherlands"
New Zealand,Timaru,27,2012,15,2012,"Timaru, New Zealand"
New Zealand,Invercargill,23,2012,11,2012,"Invercargill, New Zealand"
New Zealand,Gore,22,2012,10,2012,"Gore, New Zealand"
New Zealand,Alexandra,21,2012,10,2012,"Alexandra, New Zealand"
New Zealand,Ashburton,21,2012,10,2012,"Ashburton, New Zealand"
New Zealand,Christchurch,20,2012,10,2012,"Christchurch, New Zealand"
New Zealand,Nelson Airshed B,20,2012,9,2012,"Nelson Airshed B, New Zealand"
New Zealand,Geraldine,20,2012,9,2012,"Geraldine, New Zealand"
New Zealand,Richmond,19,2012,9,2012,"Richmond, New Zealand"
New Zealand,Nelson Airshed A,18,2012,9,2012,"Nelson Airshed A, New Zealand"
New Zealand,Blenheim,18,2012,9,2012,"Blenheim, New Zealand"
New Zealand,Kaiapoi,18,2012,8,2012,"Kaiapoi, New Zealand"
New Zealand,Rotorua,18,2012,8,2012,"Rotorua, New Zealand"
New Zealand,Dunedin,18,2012,8,2012,"Dunedin, New Zealand"
New Zealand,Hawkes Bay,18,2012,8,2012,"Hawkes Bay, New Zealand"
New Zealand,Waimate,17,2012,8,2012,"Waimate, New Zealand"
New Zealand,Rangiora,17,2012,8,2012,"Rangiora, New Zealand"
New Zealand,Tokoroa,17,2012,8,2012,"Tokoroa, New Zealand"
New Zealand,Taumarunui,16,2012,8,2012,"Taumarunui, New Zealand"
New Zealand,Washdyke,16,2012,8,2012,"Washdyke, New Zealand"
New Zealand,Te Kuiti,16,2012,7,2012,"Te Kuiti, New Zealand"
New Zealand,Hastings,15,2012,7,2012,"Hastings, New Zealand"
New Zealand,Whangarei,15,2012,7,2012,"Whangarei, New Zealand"
New Zealand,Auckland,14,2012,5,2012,"Auckland, New Zealand"
New Zealand,Masterton,14,2012,11,2012,"Masterton, New Zealand"
New Zealand,Taihape,13,2012,6,2012,"Taihape, New Zealand"
New Zealand,Napier,13,2012,6,2012,"Napier, New Zealand"
New Zealand,Hamilton,13,2012,6,2012,"Hamilton, New Zealand"
New Zealand,Ngaruawahia,13,2012,6,2012,"Ngaruawahia, New Zealand"
New Zealand,Taupo,12,2012,6,2012,"Taupo, New Zealand"
New Zealand,Wellington,12,2012,6,2012,"Wellington, New Zealand"
New Zealand,Matamata,12,2012,6,2012,"Matamata, New Zealand"
New Zealand,Tauranga,12,2012,5,2012,"Tauranga, New Zealand"
New Zealand,Porirua,12,2012,5,2012,"Porirua, New Zealand"
New Zealand,Putaruru,11,2012,5,2012,"Putaruru, New Zealand"
New Zealand,Lower Hutt,10,2012,4,2012,"Lower Hutt, New Zealand"
New Zealand,Upper Hutt,10,2012,4,2012,"Upper Hutt, New Zealand"
New Zealand,Wainuiomata,10,2012,4,2012,"Wainuiomata, New Zealand"
New Zealand,Turangi,10,2012,4,2012,"Turangi, New Zealand"
New Zealand,Te Anau,5,2012,2,2012,"Te Anau, New Zealand"
Nigeria,Onitsha,593,2009,66,2009,"Onitsha, Nigeria"
Nigeria,Kaduna,422,2013,89,2013,"Kaduna, Nigeria"
Nigeria,Aba,373,2009,49,2009,"Aba, Nigeria"
Nigeria,Umuahia,273,2009,40,2009,"Umuahia, Nigeria"
Nigeria,Owerri,157,2009,44,2009,"Owerri, Nigeria"
Nigeria,Nsukka,116,2009,14,2009,"Nsukka, Nigeria"
Nigeria,Enugu,115,2009,14,2009,"Enugu, Nigeria"
Nigeria,Ile-Ife,103,2010,26,2010,"Ile-Ife, Nigeria"
Nigeria,Abakaliki,87,2009,28,2009,"Abakaliki, Nigeria"
Nigeria,Afikpo,71,2009,25,2009,"Afikpo, Nigeria"
Nigeria,Nnewi,56,2009,23,2009,"Nnewi, Nigeria"
Nigeria,Orlu,51,2009,16,2009,"Orlu, Nigeria"
Norway,DRAMMEN,27,2013,13,2013,"DRAMMEN, Norway"
Norway,FREDRIKSTAD,27,2013,13,2013,"FREDRIKSTAD, Norway"
Norway,OSLO,22,2013,10,2013,"OSLO, Norway"
Norway,STAVANGER,22,2013,8,2013,"STAVANGER, Norway"
Norway,MO I RANA,20,2013,9,2013,"MO I RANA, Norway"
Norway,KRISTIANSAND,19,2013,9,2013,"KRISTIANSAND, Norway"
Norway,BERGEN,18,2013,8,2013,"BERGEN, Norway"
Norway,TRONDHEIM,18,2013,7,2013,"TRONDHEIM, Norway"
Norway,LILLEHAMMER,18,2013,7,2013,"LILLEHAMMER, Norway"
Norway,BAERUM,16,2013,10,2013,"BAERUM, Norway"
Norway,AALESUND,16,2013,7,2013,"AALESUND, Norway"
Norway,TROMSØ,15,2013,7,2013,"TROMSØ, Norway"
Oman,Muscat,82,2009,34,2009,"Muscat, Oman"
Pakistan,Peshawar,540,2010,111,2010,"Peshawar, Pakistan"
Pakistan,Rawalpindi,448,2010,107,2010,"Rawalpindi, Pakistan"
Pakistan,Karachi,289,2009,88,2009,"Karachi, Pakistan"
Pakistan,Islamabad,216,2011,66,2011,"Islamabad, Pakistan"
Pakistan,Lahore,198,2010,68,2010,"Lahore, Pakistan"
Panama,Panama,31,2013,14,2013,"Panama, Panama"
Paraguay,Asunción,33,2010,18,2010,"Asunción, Paraguay"
Peru,Lima,87,2013,47,2013,"Lima, Peru"
Philippines,Baguio City,84,2013,44,2013,"Baguio City, Philippines"
Philippines,San Carlos City,61,2013,32,2013,"San Carlos City, Philippines"
Philippines,Manila,55,2013,17,2014,"Manila, Philippines"
Philippines,Cebu,53,2013,28,2013,"Cebu, Philippines"
Philippines,Daguapan City,51,2013,26,2013,"Daguapan City, Philippines"
Philippines,Zamboanga City,48,2013,25,2013,"Zamboanga City, Philippines"
Philippines,Urdaneta,45,2013,23,2013,"Urdaneta, Philippines"
Philippines,Davao City,21,2013,11,2013,"Davao City, Philippines"
Poland,ZYWIEC,58,2013,43,2013,"ZYWIEC, Poland"
Poland,PSZCZYNA,57,2013,42,2013,"PSZCZYNA, Poland"
Poland,RYBNIK,53,2013,39,2013,"RYBNIK, Poland"
Poland,WODZISLAW SLASKI,53,2013,39,2013,"WODZISLAW SLASKI, Poland"
Poland,OPOCZNO,53,2013,39,2013,"OPOCZNO, Poland"
Poland,SUCHA BESKIDZKA,53,2013,39,2013,"SUCHA BESKIDZKA, Poland"
Poland,KRAKOW,51,2013,37,2013,"KRAKOW, Poland"
Poland,GODOW,50,2013,38,2013,"GODOW, Poland"
Poland,SKAWINA,49,2013,36,2013,"SKAWINA, Poland"
Poland,NIEPOLOMICE,48,2013,35,2013,"NIEPOLOMICE, Poland"
Poland,TUCHOW,48,2013,35,2013,"TUCHOW, Poland"
Poland,KNUROW,48,2013,35,2013,"KNUROW, Poland"
Poland,ZABRZE,47,2013,34,2013,"ZABRZE, Poland"
Poland,WADOWICE,47,2013,34,2013,"WADOWICE, Poland"
Poland,NOWA RUDA,47,2013,34,2013,"NOWA RUDA, Poland"
Poland,PROSZOWICE,46,2013,34,2013,"PROSZOWICE, Poland"
Poland,BRZEZINY,45,2013,33,2013,"BRZEZINY, Poland"
Poland,GLIWICE,45,2013,34,2013,"GLIWICE, Poland"
Poland,NOWY SACZ,45,2013,35,2013,"NOWY SACZ, Poland"
Poland,KATOWICE,45,2013,34,2013,"KATOWICE, Poland"
Poland,ZDUNSKA WOLA,45,2013,33,2013,"ZDUNSKA WOLA, Poland"
Poland,ZORY,44,2013,31,2013,"ZORY, Poland"
Poland,RAWA MAZOWIECKA,44,2013,32,2013,"RAWA MAZOWIECKA, Poland"
Poland,SOSNOWIEC,44,2013,32,2013,"SOSNOWIEC, Poland"
Poland,NAKLO,43,2013,32,2013,"NAKLO, Poland"
Poland,DABROWA GORNICZA,43,2013,32,2013,"DABROWA GORNICZA, Poland"
Poland,TYCHY,42,2013,31,2013,"TYCHY, Poland"
Poland,TOMASZOW MAZOWIECKI,42,2013,31,2013,"TOMASZOW MAZOWIECKI, Poland"
Poland,JAROSLAW,42,2013,31,2013,"JAROSLAW, Poland"
Poland,MIELEC,42,2013,31,2013,"MIELEC, Poland"
Poland,ZAWIERCIE,41,2013,31,2013,"ZAWIERCIE, Poland"
Poland,BIELSKO BIALA,41,2013,33,2013,"BIELSKO BIALA, Poland"
Poland,MYSZKOW,41,2013,30,2013,"MYSZKOW, Poland"
Poland,NOWY TOMYSL,41,2013,30,2013,"NOWY TOMYSL, Poland"
Poland,TARNOWSKIE GORY,41,2013,30,2013,"TARNOWSKIE GORY, Poland"
Poland,JELENIA GORA,40,2013,30,2013,"JELENIA GORA, Poland"
Poland,OLESNO,40,2013,29,2013,"OLESNO, Poland"
Poland,SIERADZ,39,2013,28,2013,"SIERADZ, Poland"
Poland,PIOTRKOW TRYBUNALSKI,38,2013,30,2013,"PIOTRKOW TRYBUNALSKI, Poland"
Poland,KEDZIERZYN-KOZLE,38,2013,32,2013,"KEDZIERZYN-KOZLE, Poland"
Poland,BOCHNIA,38,2013,29,2013,"BOCHNIA, Poland"
Poland,STAROGARD GDANSKI,38,2013,28,2013,"STAROGARD GDANSKI, Poland"
Poland,LODZ,38,2013,26,2013,"LODZ, Poland"
Poland,KLUCZBORK,38,2013,27,2013,"KLUCZBORK, Poland"
Poland,PABIANICE,38,2013,28,2013,"PABIANICE, Poland"
Poland,OTWOCK,38,2013,28,2013,"OTWOCK, Poland"
Poland,OSTROW WIELKOPOLSKI,38,2013,28,2013,"OSTROW WIELKOPOLSKI, Poland"
Poland,SKIERNIEWICE,38,2013,28,2013,"SKIERNIEWICE, Poland"
Poland,LEGNICA,37,2013,26,2013,"LEGNICA, Poland"
Poland,ZAKOPANE,37,2013,31,2013,"ZAKOPANE, Poland"
Poland,ZYRARDOW,37,2013,27,2013,"ZYRARDOW, Poland"
Poland,RADOMSKO,37,2013,27,2013,"RADOMSKO, Poland"
Poland,KOSCIERZYNA,36,2013,27,2013,"KOSCIERZYNA, Poland"
Poland,SWIDNICA,36,2013,27,2013,"SWIDNICA, Poland"
Poland,WROCLAW,36,2013,29,2013,"WROCLAW, Poland"
Poland,CIESZYN,36,2013,26,2013,"CIESZYN, Poland"
Poland,KIELCE,35,2013,28,2013,"KIELCE, Poland"
Poland,ZGIERZ,35,2013,27,2013,"ZGIERZ, Poland"
Poland,PIASTOW,35,2013,27,2013,"PIASTOW, Poland"
Poland,RADOM,35,2013,24,2013,"RADOM, Poland"
Poland,CZESTOCHOWA,35,2013,28,2013,"CZESTOCHOWA, Poland"
Poland,NISKO,34,2013,25,2013,"NISKO, Poland"
Poland,BYDGOSZCZ,34,2013,20,2013,"BYDGOSZCZ, Poland"
Poland,JASLO,34,2013,25,2013,"JASLO, Poland"
Poland,KALISZ,34,2013,32,2013,"KALISZ, Poland"
Poland,TRZEBINIA,34,2013,27,2013,"TRZEBINIA, Poland"
Poland,SZCZAWNO ZDROJ,34,2013,25,2013,"SZCZAWNO ZDROJ, Poland"
Poland,OLAWA,34,2013,25,2013,"OLAWA, Poland"
Poland,TARNOW,33,2013,27,2013,"TARNOW, Poland"
Poland,PULAWY,33,2013,24,2013,"PULAWY, Poland"
Poland,KROSNO,33,2013,27,2013,"KROSNO, Poland"
Poland,LEGIONOWO,33,2013,24,2013,"LEGIONOWO, Poland"
Poland,STARACHOWICE,33,2013,26,2013,"STARACHOWICE, Poland"
Poland,POLANIEC,33,2013,26,2013,"POLANIEC, Poland"
Poland,WALBRZYCH,33,2013,23,2013,"WALBRZYCH, Poland"
Poland,WARSZAWA,33,2013,26,2013,"WARSZAWA, Poland"
Poland,GNIEZNO,33,2013,24,2013,"GNIEZNO, Poland"
Poland,SIEDLCE,32,2013,28,2013,"SIEDLCE, Poland"
Poland,MLAWA,32,2013,23,2013,"MLAWA, Poland"
Poland,SITKOWKA NOWINY,32,2013,23,2013,"SITKOWKA NOWINY, Poland"
Poland,LUBLINIEC,32,2013,23,2013,"LUBLINIEC, Poland"
Poland,ZLOTORYJA,32,2013,23,2013,"ZLOTORYJA, Poland"
Poland,BELSK DUZY,31,2013,23,2013,"BELSK DUZY, Poland"
Poland,RZESZOW,31,2013,25,2013,"RZESZOW, Poland"
Poland,GLOGOW,31,2013,23,2013,"GLOGOW, Poland"
Poland,OPOLE,31,2013,23,2013,"OPOLE, Poland"
Poland,ZAMOSC,31,2013,22,2013,"ZAMOSC, Poland"
Poland,OLESNICA,31,2013,22,2013,"OLESNICA, Poland"
Poland,BUSKO-ZDROJ,30,2013,24,2013,"BUSKO-ZDROJ, Poland"
Poland,GRUDZIADZ,30,2013,22,2013,"GRUDZIADZ, Poland"
Poland,GORLICE,30,2013,22,2013,"GORLICE, Poland"
Poland,WAGROWIEC,30,2013,22,2013,"WAGROWIEC, Poland"
Poland,WLOCLAWEK,30,2013,19,2013,"WLOCLAWEK, Poland"
Poland,LESZNO,30,2013,22,2013,"LESZNO, Poland"
Poland,KONIN,30,2013,22,2013,"KONIN, Poland"
Poland,KRASNIK,30,2013,22,2013,"KRASNIK, Poland"
Poland,ZGORZELEC,30,2013,23,2013,"ZGORZELEC, Poland"
Poland,RUDNA,29,2013,22,2013,"RUDNA, Poland"
Poland,KLODZKO,29,2013,22,2013,"KLODZKO, Poland"
Poland,POLKOWICE,29,2013,21,2013,"POLKOWICE, Poland"
Poland,LUBLIN,29,2013,21,2013,"LUBLIN, Poland"
Poland,CHELM,29,2013,21,2013,"CHELM, Poland"
Poland,SANOK,29,2013,21,2013,"SANOK, Poland"
Poland,TARNOWO PODGORNE,28,2013,21,2013,"TARNOWO PODGORNE, Poland"
Poland,KONICZYNKA,28,2013,21,2013,"KONICZYNKA, Poland"
Poland,DZIERZONIOW,28,2013,21,2013,"DZIERZONIOW, Poland"
Poland,TORUN,28,2013,16,2013,"TORUN, Poland"
Poland,ZABKOWICE SLASKIE,28,2013,20,2013,"ZABKOWICE SLASKIE, Poland"
Poland,PLOCK,27,2013,21,2013,"PLOCK, Poland"
Poland,TARNOWEK,27,2013,20,2013,"TARNOWEK, Poland"
Poland,RADZYN PODLASKI,27,2013,20,2013,"RADZYN PODLASKI, Poland"
Poland,ZLOTY POTOK,27,2013,22,2013,"ZLOTY POTOK, Poland"
Poland,CIECHANOW,27,2013,20,2013,"CIECHANOW, Poland"
Poland,BIALA PODLASKA,27,2013,20,2013,"BIALA PODLASKA, Poland"
Poland,PILA,27,2013,20,2013,"PILA, Poland"
Poland,LOMZA,27,2013,27,2013,"LOMZA, Poland"
Poland,POZNAN,26,2013,20,2013,"POZNAN, Poland"
Poland,SULECIN,26,2013,19,2013,"SULECIN, Poland"
Poland,WSCHOWA,26,2013,22,2013,"WSCHOWA, Poland"
Poland,NIDZICA,26,2013,19,2013,"NIDZICA, Poland"
Poland,ZIELONA GORA,26,2013,20,2013,"ZIELONA GORA, Poland"
Poland,DZIALOSZYN,25,2013,19,2013,"DZIALOSZYN, Poland"
Poland,OZAROW,25,2013,19,2013,"OZAROW, Poland"
Poland,SZCZECINEK,25,2013,14,2013,"SZCZECINEK, Poland"
Poland,GORZOW WLKP.,25,2013,16,2013,"GORZOW WLKP., Poland"
Poland,MYSLIBORZ,25,2013,18,2013,"MYSLIBORZ, Poland"
Poland,OSTROLEKA,24,2013,18,2013,"OSTROLEKA, Poland"
Poland,BIALYSTOK,24,2013,19,2013,"BIALYSTOK, Poland"
Poland,GAJEW,24,2013,18,2013,"GAJEW, Poland"
Poland,KWIDZYN,24,2013,17,2013,"KWIDZYN, Poland"
Poland,SWIECIE,24,2013,17,2013,"SWIECIE, Poland"
Poland,MALBORK,24,2013,17,2013,"MALBORK, Poland"
Poland,WIDUCHOWA,23,2013,17,2013,"WIDUCHOWA, Poland"
Poland,SZCZECIN,22,2013,15,2013,"SZCZECIN, Poland"
Poland,ELBLAG,22,2013,17,2013,"ELBLAG, Poland"
Poland,GOLDAP,22,2013,16,2013,"GOLDAP, Poland"
Poland,SLUPSK,22,2013,16,2013,"SLUPSK, Poland"
Poland,GRANICA,21,2013,15,2013,"GRANICA, Poland"
Poland,OLSZTYN,21,2013,16,2013,"OLSZTYN, Poland"
Poland,TUCHOLA,21,2013,15,2013,"TUCHOLA, Poland"
Poland,KOSZALIN,21,2013,11,2013,"KOSZALIN, Poland"
Poland,CIECHOCINEK,21,2013,15,2013,"CIECHOCINEK, Poland"
Poland,OSTRODA,20,2013,16,2013,"OSTRODA, Poland"
Poland,BOGATYNIA,20,2013,15,2013,"BOGATYNIA, Poland"
Poland,GDANSK,20,2013,13,2013,"GDANSK, Poland"
Poland,RADOMIERZYCE,20,2013,14,2013,"RADOMIERZYCE, Poland"
Poland,SUWALKI,19,2013,14,2013,"SUWALKI, Poland"
Poland,WYSZKOW,18,2013,13,2013,"WYSZKOW, Poland"
Poland,WLADYSLAWOWO,18,2013,13,2013,"WLADYSLAWOWO, Poland"
Poland,ZIELONKA,17,2013,14,2013,"ZIELONKA, Poland"
Poland,SOPOT,16,2013,12,2013,"SOPOT, Poland"
Poland,GDYNIA,16,2013,11,2013,"GDYNIA, Poland"
Poland,JASNA GORA,15,2013,11,2013,"JASNA GORA, Poland"
Poland,INOWROCLAW,10,2013,7,2013,"INOWROCLAW, Poland"
Portugal,Ílhavo,21,2014,14,2014,"Ílhavo, Portugal"
Portugal,Albufeira,19,2014,13,2014,"Albufeira, Portugal"
Portugal,Coimbra,17,2014,12,2014,"Coimbra, Portugal"
Portugal,Faro,16,2014,11,2014,"Faro, Portugal"
Portugal,Vila do Conde,16,2014,11,2014,"Vila do Conde, Portugal"
Portugal,Lisboa,15,2014,11,2014,"Lisboa, Portugal"
Portugal,Almada,14,2014,8,2014,"Almada, Portugal"
Portugal,Loures,13,2014,9,2014,"Loures, Portugal"
Portugal,Braga,12,2014,8,2014,"Braga, Portugal"
Portugal,Vila Franca de Xira,12,2014,8,2014,"Vila Franca de Xira, Portugal"
Portugal,Sintra,11,2014,7,2014,"Sintra, Portugal"
Portugal,Santo Tirso,9,2014,6,2014,"Santo Tirso, Portugal"
Qatar,Doha,167,2012,93,2012,"Doha, Qatar"
Qatar,Al Wakrah,152,2012,85,2012,"Al Wakrah, Qatar"
Republic of Korea,Gyeonggi,54,2014,28,2014,"Gyeonggi, Republic of Korea"
Republic of Korea,Chungbuk,52,2014,27,2014,"Chungbuk, Republic of Korea"
Republic of Korea,Gangwon,51,2014,26,2014,"Gangwon, Republic of Korea"
Republic of Korea,Jeonbuk,51,2014,26,2014,"Jeonbuk, Republic of Korea"
Republic of Korea,Gyeongbuk,49,2014,25,2014,"Gyeongbuk, Republic of Korea"
Republic of Korea,Incheon,49,2014,25,2014,"Incheon, Republic of Korea"
Republic of Korea,Busan,48,2014,25,2014,"Busan, Republic of Korea"
